"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"09-11-2019","Não","90","11:00","12:30","90","""Fernando Azevedo, Ministro de Estado da Defesa; Luiz Eduardo Ramos Baptista Pereira, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Almirante de Esquadra Ilques Barbosa Junior, Comandante da Marinha; General de Exército Edson Leal Pujol, Comandante do Exército; e Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez, Comandante da Aeronáutica.""","""Palácio da Alvorada"""
