"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"04-11-2019","Não","545","09:00","09:30","30","""Marcelo Álvaro Antonio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"04-11-2019","Não","545","09:30","10:00","30","""Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"04-11-2019","Não","545","10:00","10:10","10","""Osmar Terra, Ministro de Estado da Cidadania""","""Palácio do Planalto"""
"04-11-2019","Não","545","10:30","11:00","30","""Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Alexandre Ramagem, Diretor-Geral da Agência Brasileira de Inteligência – ABIN""","""Palácio do Planalto"""
"04-11-2019","Não","545","11:00","13:35","155","""Fernando Azevedo, Ministro de Estado da Defesa""","""Brasília/DF"""
"04-11-2019","Não","545","14:00","14:30","30","""Paulo Guedes, Ministro de Estado da Economia; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"04-11-2019","Não","545","14:30","16:25","115","""Hamilton Mourão, Vice-Presidente da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; Maurício Leite Valeixo, Diretor-Geral da Polícia Federal; Alexandre Ramagem, Diretor-Geral da Agência Brasileira de Inteligência – ABIN; e Edvandir Paiva, Presidente da Associação Nacional dos Delegados Federais – ADPF""","""Palácio do Planalto"""
"04-11-2019","Não","545","16:30","17:00","30","""Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"04-11-2019","Não","545","17:00","17:45","45","""Homenagem aos Servidores da Presidência da República, em alusão ao Dia do Servidor""","""Palácio do Planalto"""
"04-11-2019","Não","545","18:00","19:10","70","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Bento Albuquerque, Ministro de Estado de Minas e Energia; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
