"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"19-11-2019","Não","570","07:30","08:00","30","""Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio da Alvorada"""
"19-11-2019","Não","570","09:00","12:00","180","""23ª Reunião do Conselho de Governo""","""Palácio da Alvorada"""
"19-11-2019","Não","570","12:00","12:15","15","""Hasteamento da Bandeira Nacional""","""Palácio da Alvorada"""
"19-11-2019","Não","570","12:20","13:20","60","""Luiz Rodolfo Landim, Presidente do Clube de Regatas do Flamengo – CRF""","""Palácio do Planalto"""
"19-11-2019","Não","570","14:00","15:30","90","""Admar Gonzaga, Advogado; Karina Kufa, Advogada; e Luiz Felipe Belmonte, Advogado""","""Palácio do Planalto"""
"19-11-2019","Não","570","15:30","15:45","15","""Abertura da 11ª Reunião do Conselho do Programa de Parcerias de Investimentos""","""Palácio do Planalto"""
"19-11-2019","Não","570","15:45","16:00","15","""Marcelo Augusto Xavier Da Silva, Presidente da Fundação Nacional do Índio - FUNAI; e Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura, Pecuária e Abastecimento""","""Palácio do Planalto"""
"19-11-2019","Não","570","16:00","16:15","15","""Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"19-11-2019","Não","570","16:20","16:30","10","""Coronel Aviador Alessandro Barbosa Arrais de Oliveira, Comandante do Corpo de Cadetes da Força Aérea Brasileira""","""Palácio do Planalto"""
"19-11-2019","Não","570","16:30","17:00","30","""Fernando Azevedo, Ministro de Estado da Defesa; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"19-11-2019","Não","570","17:00","17:35","35","""Solenidade de Ampliação do Programa Educação Conectada nas Escolas e Comemoração do Dia da Bandeira""","""Palácio do Planalto"""
"19-11-2019","Não","570","17:45","18:00","15","""Marcelo Álvaro Antonio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"19-11-2019","Não","570","18:00","18:30","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"19-11-2019","Não","570","18:30","19:00","30","""Gilson Machado, Presidente do Instituto Brasileiro do Turismo – Embratur""","""Palácio do Planalto"""
