"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"20-11-2019","Não","370","09:00","09:30","30","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Estadual André Fernandes (PSL/CE)""","""Palácio do Planalto"""
"20-11-2019","Não","370","10:00","10:30","30","""Manoel de Queiroz Pereira Calças, Presidente do Tribunal de Justiça do estado de São Paulo""","""Palácio do Planalto"""
"20-11-2019","Não","370","10:30","11:00","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; André Luiz de Almeida, Advogado-Geral da União; e José Roberto Maciel, Presidente do SBT Nacional""","""Palácio do Planalto"""
"20-11-2019","Não","370","11:30","12:00","30","""Fernando Azevedo, Ministro de Estado da Defesa; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"20-11-2019","Não","370","12:30","13:00","30","""Fernando Azevedo, Ministro de Estado da Defesa; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Senador Arolde de Oliveira (PSD/RJ); Senador Luiz do Carmo (MDB/GO); Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; Deputado Elmar Nascimento (DEM/BA), Líder do DEM na Câmara dos Deputados; Deputado Cláudio Cajado (PP/BA), Vice-Líder do Governo no Congresso Nacional; Deputado Coronel Armando (PSL/SC), Vice-Líder do Governo na Câmara dos Deputados; Deputado Vinicius Carvalho (REPUBLICANOS/SP), Vice-Líder do Republicanos na Câmara dos Deputados; Deputado Paulo Pereira da Silva (SOLIDARIEDADE/SP), Presidente Nacional do Solidariedade""","""Palácio do Planalto"""
"20-11-2019","Não","370","14:00","14:15","15","""Deputado Delegado Éder Mauro (PSD/PA)""","""Palácio do Planalto"""
"20-11-2019","Não","370","14:20","14:50","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Antonio Carlos Paiva Futuro, Secretário-Executivo da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"20-11-2019","Não","370","14:50","15:10","20","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"20-11-2019","Não","370","15:15","15:45","30","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Vinicius Carvalho (REPUBLICANOS/SP), Vice-Líder do Republicanos na Câmara dos Deputados; e Carlos Slim Domit, Presidente do Conselho de Administração do Grupo América Móvil e da Telmex""","""Palácio do Planalto"""
"20-11-2019","Não","370","16:00","16:15","15","""Diego Hypolito, Ginasta""","""Palácio do Planalto"""
"20-11-2019","Não","370","16:15","16:25","10","""Capitão Tenente Gustavo Conduru de Oliveira Malta""","""Palácio do Planalto"""
"20-11-2019","Não","370","16:30","17:10","40","""Paulo Guedes, Ministro de Estado da Economia; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Rubem Novaes, Presidente do Banco do Brasil; e Pedro Duarte Guimarães, Presidente da CAIXA""","""Palácio do Planalto"""
"20-11-2019","Não","370","17:30","18:00","30","""Senadora Soraya Thronike (PSL/MS) e Deputado Estadual Capitão Contar (PLS/MS)""","""Palácio do Planalto"""
"20-11-2019","Não","370","18:15","18:45","30","""Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
