"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"25-11-2019","Não","380","09:15","10:00","45","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"25-11-2019","Não","380","10:00","10:30","30","""Luiz Henrique Mandetta, Ministro de Estado da Saúde""","""Palácio do Planalto"""
"25-11-2019","Não","380","10:30","11:10","40","""Marcelo Hermes, Professor da Universidade de Brasília (UnB), e Presidente do Movimento Docentes pela Liberdade""","""Palácio do Planalto"""
"25-11-2019","Não","380","11:20","12:00","40","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Carlos Frederico de Albuquerque Vital, Diretor Presidente do Grupo de Comunicação Diário de Pernambuco""","""Palácio do Planalto"""
"25-11-2019","Não","380","14:00","14:30","30","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Walter Souza Braga Netto, Chefe do Estado-Maior do Exército Brasileiro""","""Palácio do Planalto"""
"25-11-2019","Não","380","15:00","15:15","15","""Marcelo Guaranys, Secretário Executivo do Ministério da Economia""","""Palácio do Planalto"""
"25-11-2019","Não","380","15:20","15:50","30","""Marcelo Guaranys, Secretário Executivo do Ministério da Economia; e Börje Ekholm, CEO e Presidente Mundial da Ericsson""","""Palácio do Planalto"""
"25-11-2019","Não","380","16:00","17:00","60","""Solenidade do dia do enfrentamento à violência contra a mulher""","""Palácio do Planalto"""
"25-11-2019","Não","380","17:40","18:20","40","""Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"25-11-2019","Não","380","18:20","18:50","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Deputada Bia Kicis (PSL/DF), Vice-Líder do Governo no Congresso Nacional""","""Palácio do Planalto"""
"25-11-2019","Não","380","19:55","20:15","20","""Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio da Alvorada"""
