"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"22-05-2019","Não","630","07:20","07:45","25","""Coronel Carlos Alberto Pereira Leonel Marsiglia""","""Palácio da Alvorada"""
"22-05-2019","Não","630","07:50","08:00","10","""Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"22-05-2019","Não","630","08:10","09:30","80","""Café da manhã com a Bancada do Nordeste""","""Palácio do Planalto"""
"22-05-2019","Não","630","10:15","10:30","15","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"22-05-2019","Não","630","10:45","11:45","60","""Paulo Guedes, Ministro de Estado da Ministério da Economia; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Marcelo Sampai, Secretário-Executivo do Ministério da Infraestrutura; Ministro Kenneth Félix Haczynski da Nóbrega, Secretário de Negociações Bilaterais no Oriente Médio, Europa e África do Ministério das Relações Exteriores; e Sultan Ahmed Sulayem, Presidente e Diretor da empresa Dubai Ports World""","""Palácio do Planalto"""
"22-05-2019","Não","630","11:50","12:55","65","""Fernando Azevedo, Ministro de Estado da Defesa""","""Palácio do Planalto"""
"22-05-2019","Não","630","14:30","15:00","30","""Marcos Cintra, Secretário da Receita Federal""","""Palácio do Planalto"""
"22-05-2019","Não","630","15:00","15:30","30","""Datuk Darell Leiking, Ministro da Indústria e Comércio Exterior da Malásia; Lim Juay Jin, Embaixador da Malásia no Brasil; e Embaixador Ary Quintella, Secretário, substituto, de Negociações Bilaterais na Ásia, Oceania e Rússia do Ministério das Relações Exteriores""","""Palácio do Planalto"""
"22-05-2019","Não","630","15:30","15:40","10","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"22-05-2019","Não","630","15:45","16:15","30","""Abílio Diniz, Presidente da Península Participações""","""Palácio do Planalto"""
"22-05-2019","Não","630","16:35","17:15","40","""Deputado Delegado Éder Mauro (PSD/PA)""","""Palácio do Planalto"""
"22-05-2019","Não","630","17:15","17:25","10","""Abraham Bragança de Vasconcellos Weintraub, Ministro de Estado da Educação; e Meyer Joseph Nigri, Empresário""","""Palácio do Planalto"""
"22-05-2019","Não","630","17:25","17:45","20","""Deputada Carla Zambelli (PSL/SP)""","""Palácio do Planalto"""
"22-05-2019","Não","630","17:45","18:10","25","""Deputado Otoni de Paula (PSC/RJ), 1º Vice-Líder do PSC na Câmara dos Deputados; Deputado PR. Marco Feliciano (PODE/SP); e Deputado Abílio Santana (PL/BA)""","""Palácio do Planalto"""
"22-05-2019","Não","630","18:10","19:00","50","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; e Coronel Carlos Alberto Pereira Leonel Marsiglia""","""Palácio do Planalto"""
"22-05-2019","Não","630","19:00","21:10","130","""71º aniversário do Estado de Israel""","""Brasília/DF"""
