"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"02-05-2019","Não","630","09:00","09:40","40","""Marcelo Álvaro Antônio, Ministro de Estado do Turismo; e Delegado da Polícia Federal Alexandre Ramagem""","""Palácio do Planalto"""
"02-05-2019","Não","630","09:40","10:00","20","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"02-05-2019","Não","630","10:00","10:30","30","""Wagner Rosário, Ministro de Estado da Controladoria-Geral da União""","""Palácio do Planalto"""
"02-05-2019","Não","630","11:30","12:50","80","""Partida de Brasília/DF para São Paulo/SP""","""Base Aérea de Brasília/DF"""
"02-05-2019","Não","630","12:50","13:00","10","""Chegada a São Paulo/SP""","""Aeroporto de Congonhas"""
"02-05-2019","Não","630","14:00","17:00","180","""Entrevista ao SBT""","""São Paulo/SP"""
"02-05-2019","Não","630","17:00","17:45","45","""Partida de São Paulo/SP para Navegantes/SC""","""Aeroporto de Congonhas"""
"02-05-2019","Não","630","17:45","18:00","15","""Chegada a Navegantes/SC""","""Aeroporto Internacional de Navegantes - Ministro Victor Konder"""
"02-05-2019","Não","630","19:00","20:30","90","""Abertura oficial do 37º Encontro Internacional de Missões dos Gideões""","""Camboriú/SC"""
"02-05-2019","Não","630","21:05","23:00","115","""Partida de Navegantes/SC para Brasília/DF""","""Aeroporto Internacional de Navegantes - Ministro Victor Konder"""
"02-05-2019","Não","630","23:00","23:05","5","""Chegada a Brasília/DF""","""Base Aérea de Brasília/DF"""
