"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"01-05-2019","Não","105","09:00","10:45","105","""Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Almirante de Esquadra Ilques Barbosa Júnior, Comandante da Marinha do Brasil; Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez, Comandante da Aeronáutica; e General de Exército José Luiz Dias Freitas, Comandante de Operações Terrestres do Exército Brasileiro""","""Brasília/DF"""
