"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"04-06-2020","Não","195","09:30","11:00","90","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União""","""Palácio do Planalto"""
"04-06-2020","Não","195","11:00","11:30","30","""Paulo Guedes, Ministro de Estado da Economia; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"04-06-2020","Não","195","11:40","12:10","30","""Ironi Spuldaro, Fundador da Missão Há Poder de Deus (videochamada)""","""Palácio do Planalto"""
"04-06-2020","Não","195","12:40","13:25","45","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
