"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"16-06-2020","Não","350","07:40","08:40","60","""André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública""","""Palácio da Alvorada"""
"16-06-2020","Não","350","08:50","09:25","35","""André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"16-06-2020","Não","350","09:25","10:00","35","""André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União""","""Palácio do Planalto"""
"16-06-2020","Não","350","10:00","10:25","25","""André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; Wagner Rosário, Ministro de Estado da Controladoria-Geral da União; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União""","""Palácio do Planalto"""
"16-06-2020","Não","350","11:00","12:00","60","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura""","""Palácio do Planalto"""
"16-06-2020","Não","350","15:00","15:30","30","""Carlos Autran de Oliveira Amaral, Diretor-Presidente da Companhia das Docas do estado da Bahia - CODEBA""","""Palácio do Planalto"""
"16-06-2020","Não","350","15:30","16:00","30","""Fábio Faria, Ministro de Estado das Comunicações""","""Palácio do Planalto"""
"16-06-2020","Não","350","16:10","16:25","15","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"16-06-2020","Não","350","16:25","16:55","30","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; e Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura""","""Palácio do Planalto"""
"16-06-2020","Não","350","17:10","17:40","30","""Onyx Lorenzoni, Ministro de Estado da Cidadania; Eduardo Pazuello, Ministro de Estado da Saúde interino; Fábio Faria, Ministro de Estado das Comunicações; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
