"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"20-09-2019","Não","165","14:40","15:10","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"20-09-2019","Não","165","15:10","15:40","30","""Solenidade de Sanção do Projeto de Lei de Conversão nº 21/2019 (MP da Liberdade Econômica)""","""Palácio do Planalto"""
"20-09-2019","Não","165","16:00","16:45","45","""Fernando Azevedo, Ministro de Estado da Defesa; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Almirante de Esquadra Ilques Barbosa Júnior, Comandante da Marinha; Tenente-Brigadeiro do Ar Raul Botelho, Chefe do Estado-Maior Conjunto das Forças Armadas; e Almirante de Esquadra Garnier Santos, Secretário Geral do Ministério da Defesa""","""Palácio do Planalto"""
"20-09-2019","Não","165","17:00","17:15","15","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"20-09-2019","Não","165","17:15","18:00","45","""João Augusto Nardes, Ministro do Tribunal de Contas da União""","""Palácio do Planalto"""
