"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"25-02-2019","Não","425","08:40","09:10","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Ricardo Salles, Ministro de Estado do Meio Ambiente, e Augusto Nardes, Ministro do Tribunal de Contas da União""","""Palácio do Planalto"""
"25-02-2019","Não","425","09:15","09:40","25","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; Bento Albuquerque, Ministro de Estado de Minas e Energia; Ricardo Salles, Ministro de Estado do Meio Ambiente; Mauro Biancamano Guimarães, Secretário-Executivo da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; General Stumpf, Secretário-Executivo do Gabinete de Segurança Institucional da Presidência da República; André Luiz de Almeida, Advogado-Geral da União; Almirante Esq Cláudio Portugal de Viveiros, Chefe do Estado-Maior Conjunto das Forças Armadas, Interino, e Franklimberg Ribeiro de Freitas, Presidente da Fundação Nacional do Índio (FUNAI)""","""Palácio do Planalto"""
"25-02-2019","Não","425","09:45","10:10","25","""Clifford Sobel, Ex-Embaixador dos Estados Unidos no Brasil""","""Palácio do Planalto"""
"25-02-2019","Não","425","10:10","10:35","25","""Deputado Júlio Cesar (PSD/PI), Coordenador da Bancada Parlamentar do Nordeste, e Deputado Estadual Georgiano Neto (PSD/PI)""","""Palácio do Planalto"""
"25-02-2019","Não","425","10:35","12:15","100","""Fernando Azevedo, Ministro de Estado da Defesa; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Almirante de Esquadra Ilques Barbosa Júnior, Comandante da Marinha do Brasil; General de Exército Edson Leal Pujol, Comandante do Exército Brasileiro; Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez, Comandante da Aeronáutica; Almirante Esq Cláudio Portugal de Viveiros, Chefe do Estado-Maior Conjunto das Forças Armadas, Interino, e Alte Esq Almir Garnier Santos, Secretário-Geral do Ministério da Defesa""","""Palácio do Planalto"""
"25-02-2019","Não","425","14:00","14:45","45","""Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara; Deputada Major Fabiana (PSL/RJ), Deputado Coronel Armando (PSL/SC), Deputado Darcísio Perondi (MDB/RS), Deputado Capitão Augusto (PR/SP) e Deputado José Medeiros (PODE/MT)""","""Palácio do Planalto"""
"25-02-2019","Não","425","14:45","14:55","10","""Ricardo Salles, Ministro de Estado do Meio Ambiente, e André Luiz de Almeida, Advogado-Geral da União""","""Palácio do Planalto"""
"25-02-2019","Não","425","15:00","15:30","30","""Paulo Guedes, Ministro de Estado da Economia, e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara""","""Palácio do Planalto"""
"25-02-2019","Não","425","15:30","15:45","15","""Itaci Pedro Pozza, Presidente do Conselho de Administração da Cooperativa Vinícola Aurora""","""Palácio do Planalto"""
"25-02-2019","Não","425","16:35","16:45","10","""Allan dos Santos, Youtuber""","""Palácio do Planalto"""
"25-02-2019","Não","425","16:35","17:00","25","""Senador Roberto Rocha (PSDB/MA), Líder do PSDB no Senado""","""Palácio do Planalto"""
"25-02-2019","Não","425","17:00","18:10","70","""Sergio Moro, Ministro de Estado da Justiça e Segurança Pública; Maurício Valeixo, Diretor-Geral da Polícia Federal, Cairo Costa Duarte, Delegado; e Rodrigo Moraes, Delegado""","""Palácio do Planalto"""
"25-02-2019","Não","425","18:35","18:50","15","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República, e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
