"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"20-02-2019","Não","455","08:50","09:20","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República, e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo""","""Palácio do Planalto"""
"20-02-2019","Não","455","09:30","10:00","30","""Entrega da PEC da nova Previdência Social""","""Brasília/DF"""
"20-02-2019","Não","455","10:35","12:25","110","""Deputado Helio Lopes (PSL/RJ)""","""Palácio do Planalto"""
"20-02-2019","Não","455","12:30","13:35","65","""Davi Alcolumbre, Presidente do Senado Federal; Rodrigo Maia, Presidente da Câmara dos Deputados; Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República e Deputado Major Vitor Hugo (PSL/GO), Líder do governo na Câmara""","""Palácio do Planalto"""
"20-02-2019","Não","455","14:00","14:20","20","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"20-02-2019","Não","455","14:20","14:35","15","""Marcelo Álvaro Antônio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"20-02-2019","Não","455","14:35","15:00","25","""Alfredo de Souza Coelho Lima Carrijo, Delegado da Policia Federal""","""Palácio do Planalto"""
"20-02-2019","Não","455","15:05","15:25","20","""General Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"20-02-2019","Não","455","15:30","16:40","70","""Bancada do PSL""","""Palácio do Planalto"""
"20-02-2019","Não","455","17:00","17:40","40","""Ernesto Araújo, Ministro de Estado das Relações Exteriores; Embaixador Otávio Brandelli, Secretário-Geral das Relações Exteriores, e Embaixador Mário Vilalva, Presidente da APEX Brasil""","""Palácio do Planalto"""
"20-02-2019","Não","455","17:45","18:15","30","""Fábio Wajngarten, Advogado, e Samy Liberman, Empresário""","""Palácio do Planalto"""
