"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"22-10-2020","Não","420","09:00","09:25","25","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"22-10-2020","Não","420","09:30","10:00","30","""Flávio Augusto Viana Rocha, Secretário Especial de Assuntos Estratégicos; e Carlos Alberto Franco França, Assessor-Chefe da Assessoria Especial do Presidente da República""","""Palácio do Planalto"""
"22-10-2020","Não","420","10:00","10:15","15","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"22-10-2020","Não","420","11:00","14:00","180","""Cerimônia de Formatura dos alunos do Instituto Rio Branco e imposição de insígnias da Ordem de Rio Branco""","""Brasília/DF"""
"22-10-2020","Não","420","15:10","15:30","20","""Marcelo Álvaro Antônio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"22-10-2020","Não","420","15:30","16:00","30","""Marcelo Magalhães, Secretário Especial do Esporte""","""Palácio do Planalto"""
"22-10-2020","Não","420","16:00","16:20","20","""Célio Faria Júnior, Chefe do Gabinete Pessoal do Presidente da República""","""Palácio do Planalto"""
"22-10-2020","Não","420","16:20","16:30","10","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"22-10-2020","Não","420","16:30","17:00","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"22-10-2020","Não","420","17:00","18:00","60","""Cerimônia alusiva à Modernização de Normas Regulamentadoras do Trabalho""","""Palácio do Planalto"""
