"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"22-04-2019","Não","690","08:10","09:00","50","""Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara""","""Palácio do Planalto"""
"22-04-2019","Não","690","09:10","09:30","20","""Admar Gonzaga Neto, Ministro do Tribunal Superior Eleitoral""","""Palácio do Planalto"""
"22-04-2019","Não","690","09:50","10:30","40","""Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Contra-Almirante Sergio Ricardo Segovia Barbosa, Diretor do Departamento de Tecnologia da Informação do Ministério da Defesa""","""Palácio do Planalto"""
"22-04-2019","Não","690","10:30","11:00","30","""Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"22-04-2019","Não","690","11:00","11:30","30","""José Barroso Filho, Vice-Presidente do Superior Tribunal Militar""","""Palácio do Planalto"""
"22-04-2019","Não","690","11:20","11:40","20","""Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura""","""Palácio do Planalto"""
"22-04-2019","Não","690","11:35","12:05","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara""","""Palácio do Planalto"""
"22-04-2019","Não","690","12:15","13:40","85","""Michelle Bolsonaro, Primeira-Dama; e Damares Alves, Ministra de Estado da Mulher, da Família e dos Direitos Humanos""","""Palácio do Planalto"""
"22-04-2019","Não","690","13:30","14:00","30","""Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"22-04-2019","Não","690","14:00","15:30","90","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Antonio Denarium, Governador do Estado de Roraima; Senador Chico Rodrigues (DEM/RR), Vice-Líder do Governo no Senado; Deputado Jhonatan de Jesus (PRB/RR), Líder do PRB na Câmara dos Deputados; Deputado Édio Lopes (PR/RR), Vice-Líder do PR na Câmara dos Deputados; Deputado Haroldo Cathedral (PSD/RR); Deputado Hiran Gonçalves (PP/RR); Márcio Glayton Araújo Grangeiro, Presidente do Instituto de Terras e Colonização de Roraima – ITERAIMA; e Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura""","""Palácio do Planalto"""
"22-04-2019","Não","690","15:00","16:00","60","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"22-04-2019","Não","690","16:00","17:15","75","""Bento Albuquerque, Ministro de Estado de Minas e Energia; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"22-04-2019","Não","690","17:00","18:00","60","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"22-04-2019","Não","690","17:30","18:30","60","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"22-04-2019","Não","690","18:30","18:40","10","""José Vicente Santini, Secretário-Executivo da Casa Civil da Presidência da República""","""Palácio do Planalto"""
