"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"29-04-2019","Não","455","08:00","09:00","60","""Partida de Brasília para Ribeirão Preto""","""Base Aérea de Brasília"""
"29-04-2019","Não","455","10:00","10:20","20","""Encontro com autoridades""","""Ribeirão Preto/SP"""
"29-04-2019","Não","455","10:30","12:00","90","""Cerimônia de Abertura Oficial da Agrishow 2019""","""Ribeirão Preto/SP"""
"29-04-2019","Não","455","12:45","13:45","60","""Partida de Ribeirão Preto para Brasília""","""Aeroporto Leite Lopes"""
"29-04-2019","Não","455","15:20","16:00","40","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"29-04-2019","Não","455","16:00","16:30","30","""Fernando Azevedo, Ministro de Estado da Defesa""","""Palácio do Planalto"""
"29-04-2019","Não","455","16:30","17:00","30","""Yossi Shelley, Embaixador de Israel no Brasil""","""Palácio do Planalto"""
"29-04-2019","Não","455","17:10","18:00","50","""Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"29-04-2019","Não","455","18:00","18:30","30","""Marcos Cintra, Secretário Especial da Receita Federal do Brasil; e Ricardo Patah, Presidente da União Geral dos Trabalhadores – UGT""","""Palácio do Planalto"""
"29-04-2019","Não","455","18:30","18:45","15","""Deputado Estadual Gil Diniz (PSL/SP) e Deputado Estadual Frederico d'Avila (PSL/SP)""","""Palácio do Planalto"""
"29-04-2019","Não","455","19:00","19:30","30","""Rodrigo Maia, Presidente da Câmara dos Deputados; Paulo Guedes, Ministro de Estado da Economia; Deputado Marcelo Ramos (PR/AM), Presidente da Comissão Especial da Reforma da Previdência; Deputado Silvio Costa Filho (PRB/PE), Vice-Líder do PRB na Câmara dos Deputados; e Deputado Samuel Moreira (PSDB/SP), Vice-Líder do PSDB na Câmara dos Deputados""","""Palácio do Planalto"""
