"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"27-04-2019","Não","30","09:30","10:00","30","""Yasmin Alves Ribeiro; Valdir Alves Durval; e Cléia Ramone Bispo Ribeiro""","""Cidade Estrutural/DF"""
