"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"24-04-2019","Não","415","08:00","09:00","60","""Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; Deputado Coronel Armando (PSL/SC), Vice-Líder do Governo na Câmara dos Deputados; Deputado Nicoletti (PSL/RR), Vice-Líder do PSL na Câmara dos Deputados; Deputada Chris Tonietto (PSL/RJ), Vice-Líder do PSL na Câmara dos Deputados; Deputado Luiz Lima (PSL/RJ), Vice-Líder do PSL na Câmara dos Deputados; Deputado Sanderson (PSL/RS); Deputado Márcio Labre (PSL/RJ); Deputados Delegado Marcelo Freitas (PSL/MG); Deputado General Girão (PSL/RN); Deputada Aline Sleutjes (PSL/PR) e Deputada Caroline de Toni (PSL/SC)""","""Palácio da Alvorada"""
"24-04-2019","Não","415","09:10","09:30","20","""Deputado Fábio Ramalho (MDB/MG)""","""Palácio do Planalto"""
"24-04-2019","Não","415","09:30","10:00","30","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República, e General Décio dos Santos Brasil""","""Palácio do Planalto"""
"24-04-2019","Não","415","10:25","10:35","10","""Deputado Nereu Crispim (PSL/RS)""","""Palácio do Planalto"""
"24-04-2019","Não","415","11:00","12:00","60","""Marcelo Álvaro Antônio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"24-04-2019","Não","415","12:30","12:40","10","""Ricardo Salles, Ministro de Estado do Meio Ambiente""","""Palácio do Planalto"""
"24-04-2019","Não","415","12:40","13:50","70","""Contra-Almirante Sergio Ricardo Segovia Barbosa, Diretor do Departamento de Tecnologia da Informação do Ministério da Defesa""","""Palácio do Planalto"""
"24-04-2019","Não","415","13:45","13:50","5","""Tenente Coronel Flávio Benzi Braga, Comandante do 1º Regimento de Cavalaria de Guardas""","""Palácio do Planalto"""
"24-04-2019","Não","415","13:50","13:55","5","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Deputado Estadual Tenente Coronel Zucco (PSL/RS)""","""Palácio do Planalto"""
"24-04-2019","Não","415","13:55","14:10","15","""Deputado Eduardo Bolsonaro (PSL/SP)""","""Palácio do Planalto"""
"24-04-2019","Não","415","14:00","14:15","15","""Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; Deputado Coronel Armando (PSL/SC), Vice-Líder do Governo na Câmara dos Deputados; e Senhor Linston Souza""","""Palácio do Planalto"""
"24-04-2019","Não","415","14:15","14:45","30","""Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; Deputado André Ferreira (PSC/SE), Líder do PSC na Câmara dos Deputados; Deputado Daniel Coelho (CIDADANIA/PE), Líder do CIDADANIA na Câmara dos Deputados; Deputado Pedro Lucas Fernandes (PTB/MA), Líder do PTB na Câmara dos Deputados; e Deputado Fred Costa (PATRI/MG), Líder do PATRI na Câmara dos Deputados""","""Palácio do Planalto"""
"24-04-2019","Não","415","15:00","15:30","30","""Solenidade de Sanção da Lei da Empresa Simples de Crédito""","""Palácio do Planalto"""
"24-04-2019","Não","415","15:45","16:10","25","""Ernesto Araújo, Ministro de Estado das Relações Exteriores""","""Palácio do Planalto"""
"24-04-2019","Não","415","16:10","16:40","30","""Delegação Parlamentar Norte Americana; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República, e Marcos Montes Cordeiro, Secretário-Executivo do Ministério da Agricultura, Pecuária e Abastecimento""","""Palácio do Planalto"""
