"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"24-06-2019","Não","510","08:00","09:00","60","""Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"24-06-2019","Não","510","09:00","09:45","45","""Abraham Weintraub, Ministro de Estado da Educação; Senador Flávio Bolsonaro (PSL/RJ); e Alexandre Lopes, Presidente do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - INEP""","""Palácio do Planalto"""
"24-06-2019","Não","510","10:00","10:20","20","""Jorge Antônio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Coronel Sheyla Soares Sampaio, Comandante-Geral da Polícia Militar do Distrito Federal""","""Palácio do Planalto"""
"24-06-2019","Não","510","10:20","10:45","25","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"24-06-2019","Não","510","10:45","11:15","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Senador Eduardo Braga (MDB/AM), Líder do MDB no Senado Federal; Alfredo Alexandre Menezes Júnior, Superintendente da Zona Franca de Manaus – SUFRAMA; e Alexandre Jobim, Presidente da Associação Brasileira das Indústrias de Refrigerantes e de Bebidas não Alcoólicas – ABIR""","""Palácio do Planalto"""
"24-06-2019","Não","510","11:15","11:30","15","""Cadetes da Academia Militar das Agulhas Negras""","""Palácio do Planalto"""
"24-06-2019","Não","510","11:30","11:45","15","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Ministro José Múcio Monteiro Filho, Presidente do Tribunal de Contas da União (TCU)""","""Palácio do Planalto"""
"24-06-2019","Não","510","11:45","12:00","15","""Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"24-06-2019","Não","510","12:20","13:50","90","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Senador Fernando Bezerra Coelho (MDB/PE), Líder do Governo no Senado; Deputada Joice Hasselmann (PSL/SP), Líder do Governo no Congresso Nacional; Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; e Floriano Peixoto, Presidente dos Correios""","""Palácio do Planalto"""
"24-06-2019","Não","510","14:00","14:20","20","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; e Alfredo Alexandre Menezes Júnior, Superintendente da Zona Franca de Manaus – SUFRAMA""","""Palácio do Planalto"""
"24-06-2019","Não","510","14:45","15:10","25","""Fernando Azevedo, Ministro de Estado da Defesa""","""Palácio do Planalto"""
"24-06-2019","Não","510","15:30","16:20","50","""Wilson Witzel, Governador do Estado do Rio de Janeiro; Senador Flávio Bolsonaro (PSL/RJ); Chase Carey, Diretor Executivo da Fórmula 1; José Antonio Pereira Junior, Presidente da Rio Motorsports; e Carlos Eduardo Caruso Ferreira, CEO da CSM Brasil""","""Palácio do Planalto"""
"24-06-2019","Não","510","17:00","17:15","15","""Ricardo Salles, Ministro de Estado do Meio Ambiente""","""Palácio do Planalto"""
"24-06-2019","Não","510","17:15","17:30","15","""Jorge Antônio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"24-06-2019","Não","510","17:30","17:45","15","""Deputado Vinícius Carvalho (PRB/SP), Vice-Líder do PRB na Câmara dos Deputados""","""Palácio do Planalto"""
"24-06-2019","Não","510","17:45","18:20","35","""Cerimônia de Posse do Ministro de Estado Chefe da Secretaria-Geral da Presidência da República, Jorge Antonio de Oliveira; e do Presidente dos Correios, Floriano Peixoto""","""Palácio do Planalto"""
"24-06-2019","Não","510","18:20","18:40","20","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Ricardo Salles, Ministro de Estado do Meio Ambiente""","""Palácio do Planalto"""
