"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"13-06-2019","Não","-770","09:00","09:30","30","""Hamilton Mourão, Vice-Presidente da República; Paulo Guedes, Ministro de Estado da Economia; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Roberto Campos Neto, Presidente do Banco Central; e Joaquim Levy, Presidente do BNDES""","""Palácio do Planalto"""
"13-06-2019","Não","-770","09:30","10:30","60","""Solenidade de Lançamento de Linha de Crédito do BNDES para Organizações Filantrópicas""","""Palácio do Planalto"""
"13-06-2019","Não","-770","10:30","10:45","15","""Osmar Terra, Ministro de Estado da Cidadania""","""Palácio do Planalto"""
"13-06-2019","Não","-770","10:45","11:00","15","""Fernando Azevedo, Ministro de Estado da Defesa; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Paulo Gonçalves de Oliveira Júnior, Cirurgião Vascular""","""Palácio do Planalto"""
"13-06-2019","Não","-770","11:00","11:35","35","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"13-06-2019","Não","-770","12:20","12:30","10","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"13-06-2019","Não","-770","12:35","12:50","15","""Senador Flávio Bolsonaro (PSL/RJ)""","""Palácio do Planalto"""
"13-06-2019","Não","-770","13:30","15:55","145","""Partida de Brasília/DF para Belém/PA""","""Base Aérea de Brasília"""
"13-06-2019","Não","-770","16:45","18:05","80","""Cerimônia de entrega habitacional do Residencial Quinta dos Paricás""","""Belém/PA"""
"13-06-2019","Não","-770","19:00","19:20","20","""Transmissão ao Vivo (Live) com Pedro Guimarães, Presidente da Caixa Econômica Federal; Deputado PR. Marco Feliciano (PODE/SP); e Deputado Delegado Éder Mauro (PSD/PA)""","""Belém/PA"""
"13-06-2019","Não","-770","19:30","21:15","105","""Culto de Celebração e Momento Cívico em Comemoração dos 108 Anos da Assembleia de Deus no Brasil""","""Belém/PA"""
"13-06-2019","Não","-770","21:50","00:10","-1300","""Partida de Belém/PA para Brasília/DF""","""Aeroporto Internacional de Belém – Valde-Cans"""
