"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"08-10-2019","Não","410","07:30","08:00","30","""Ricardo Salles, Ministro de Estado do Meio Ambiente""","""Palácio da Alvorada"""
"08-10-2019","Não","410","09:00","09:30","30","""Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Ali Rashid Al Nuaimi, Presidente do Conselho Internacional da Hedayah dos Emirados Árabes Unidos""","""Palácio do Planalto"""
"08-10-2019","Não","410","10:00","10:30","30","""Osmar Terra, Ministro de Estado da Cidadania; Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República; e General Décio Brasil, Secretário Especial do Esporte do Ministério da Cidadania""","""Palácio do Planalto"""
"08-10-2019","Não","410","10:45","11:00","15","""Ernesto Araújo, Ministro de Estado das Relações Exteriores""","""Palácio do Planalto"""
"08-10-2019","Não","410","11:15","11:45","30","""Ernesto Araújo, Ministro de Estado das Relações Exteriores; Rick Scott, Senador Americano; e Deputado Eduardo Bolsonaro (PSL/SP)""","""Palácio do Planalto"""
"08-10-2019","Não","410","12:00","12:30","30","""Esther Castilho, Repórter mirim""","""Palácio do Planalto"""
"08-10-2019","Não","410","14:00","14:30","30","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Baleia Rossi (MDB/SP), Presidente Nacional do MDB""","""Palácio do Planalto"""
"08-10-2019","Não","410","14:30","15:00","30","""Deputado Eduardo Bolsonaro (PSL/SP); Deputado Filipe Barros (PSL/PR), Vice-Líder do PSL na Câmara dos Deputados; Deputada Chris Tonietto (PSL/RJ), Vice-Líder do PSL na Câmara dos Deputados; Deputada Bia Kicis (PSL/DF), Vice-Líder do PSL na Câmara dos Deputados; Tenente Santini, Vereador Municipal de Campinas/SP; Admar Gonzaga, Advogado; e Karina Kufa, Advogada""","""Palácio do Planalto"""
"08-10-2019","Não","410","15:00","15:40","40","""Sanção dos Projetos de Lei n° 1619, de 2019, e nº 17, de 2019, que alteram a Lei nº 11.340/2006""","""Palácio do Planalto"""
"08-10-2019","Não","410","15:45","16:00","15","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"08-10-2019","Não","410","16:10","16:40","30","""Péter Szijjártó, Ministro dos Negócios Estrangeiros e Comércio Exterior da Hungria; Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Senador Flávio Bolsonaro (PSL/RJ)""","""Palácio do Planalto"""
"08-10-2019","Não","410","17:00","18:00","60","""Solenidade Alusiva à Alteração da Lei Geral de Telecomunicações""","""Palácio do Planalto"""
"08-10-2019","Não","410","17:50","18:30","40","""Deputado Marcel Van Hattem (NOVO/RS), Líder do Novo na Câmara dos Deputados; Deputado Pastor Marco Feliciano (PODE/SP), Vice-Líder do Governo no Congresso Nacional; e Tânia Terezinha da Silva, Prefeita Municipal de Dois Irmãos/RS""","""Palácio do Planalto"""
