"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"03-10-2019","Não","350","09:00","09:40","40","""Solenidade de Lançamento da Campanha do Projeto Anticrime""","""Palácio do Planalto"""
"03-10-2019","Não","350","09:50","10:10","20","""Wagner Rosário, Ministro de Estado da Controladoria-Geral da União""","""Palácio do Planalto"""
"03-10-2019","Não","350","10:10","10:40","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"03-10-2019","Não","350","10:40","11:00","20","""Osmar Terra, Ministro de Estado da Cidadania""","""Palácio do Planalto"""
"03-10-2019","Não","350","13:40","14:10","30","""Deputado Sóstenes Cavalcante (DEM/RJ), Vice-Líder do DEM na Câmara dos Deputados""","""Palácio do Planalto"""
"03-10-2019","Não","350","14:10","14:40","30","""Admar Gonzaga, Advogado; e Karina Kufa, Advogada""","""Palácio do Planalto"""
"03-10-2019","Não","350","14:40","15:00","20","""Deputado Hildo Rocha (MDB/MA)""","""Palácio do Planalto"""
"03-10-2019","Não","350","15:00","15:30","30","""Marcelo Álvaro Antonio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"03-10-2019","Não","350","16:00","17:00","60","""Cerimônia de Apresentação de Cartas Credenciais dos Novos Embaixadores""","""Palácio do Planalto"""
"03-10-2019","Não","350","19:00","19:45","45","""Transmissão ao Vivo (Live)""","""Palácio da Alvorada"""
"03-10-2019","Não","350","19:50","20:15","25","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Gilson Machado, Presidente do Instituto Brasileiro do Turismo – Embratur""","""Palácio da Alvorada"""
