"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"20-01-2020","Não","300","08:00","09:20","80","""Partida de Brasília/DF para o Rio de Janeiro/RJ""","""Base Aérea de Brasília"""
"20-01-2020","Não","300","10:00","10:15","15","""Encontro com o Prefeito do Rio de Janeiro, Marcelo Crivella""","""Rio de Janeiro/RJ"""
"20-01-2020","Não","300","12:20","12:35","15","""Encontro com o Comandante da Marinha, Almirante de Esquadra Ilques Barbosa Junior""","""Rio de Janeiro/RJ"""
"20-01-2020","Não","300","13:00","14:00","60","""Almoço com o Almirantado""","""Rio de Janeiro/RJ"""
"20-01-2020","Não","300","14:10","14:50","40","""Regina Duarte, Atriz""","""Rio de Janeiro/RJ"""
"20-01-2020","Não","300","15:00","16:20","80","""Partida do Rio de Janeiro/RJ para Brasília/DF""","""Aeroporto Santos Dumont"""
"20-01-2020","Não","300","16:50","17:00","10","""José Vicente Santini, Ministro-Chefe da Casa Civil da Presidência da República substituto""","""Brasília/DF"""
