"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"30-01-2020","Não","415","08:00","08:30","30","""Antônio Pitombo, Advogado""","""Palácio da Alvorada"""
"30-01-2020","Não","415","08:50","09:20","30","""Sergio Moro, Ministro de Estado da Justiça e Segurança Pública""","""Palácio do Planalto"""
"30-01-2020","Não","415","10:00","10:40","40","""Salim Mattar, Secretário Especial de Desestatização, Desinvestimento e Mercados do Ministério da Economia; e Eduardo Zimmer Sampaio, Presidente da Casa da Moeda do Brasil""","""Palácio do Planalto"""
"30-01-2020","Não","415","10:30","11:00","30","""Admar Gonzaga, Advogado; e Karina Kufa, Advogada""","""Palácio do Planalto"""
"30-01-2020","Não","415","11:00","11:30","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"30-01-2020","Não","415","13:00","14:00","60","""Partida de Brasília/DF para Belo Horizonte/MG""","""Base Aérea de Brasília/DF"""
"30-01-2020","Não","415","14:20","15:20","60","""Sobrevoo por regiões atingidas pelas chuvas""","""Minas Gerais"""
"30-01-2020","Não","415","15:30","16:30","60","""Reunião de Trabalho sobre as áreas atingidas pelas chuvas em Minas Gerais""","""Belo Horizonte/MG"""
"30-01-2020","Não","415","16:45","17:00","15","""Declaração à Imprensa""","""Belo Horizonte/MG"""
"30-01-2020","Não","415","17:15","18:15","60","""Partida de Belo Horizonte/MG para Brasília/DF""","""Aeroporto Internacional Tancredo Neves"""
