"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"02-12-2019","Não","430","08:45","10:00","75","""Cerimônia CAIXA \""Pessoa com Deficiência\""""","""Brasília/DF"""
"02-12-2019","Não","430","10:15","10:40","25","""Entrevista à Rita Mundim, Rede Itatiaia de Rádio""","""Palácio do Planalto"""
"02-12-2019","Não","430","10:50","11:35","45","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"02-12-2019","Não","430","11:40","12:00","20","""Marcelo Álvaro Antônio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"02-12-2019","Não","430","12:10","13:10","60","""Floriano Peixoto, Presidente dos Correios""","""Palácio do Planalto"""
"02-12-2019","Não","430","14:10","15:10","60","""Ernesto Araújo, Ministro de Estado das Relações Exteriores; Paulo Guedes, Ministro de Estado da Economia; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senador Eduardo Gomes (MDB/TO), Líder do Governo no Congresso Nacional""","""Palácio do Planalto"""
"02-12-2019","Não","430","15:10","15:40","30","""Ernesto Araújo, Ministro de Estado das Relações Exteriores; Paulo Guedes, Ministro de Estado da Economia; e Carlos Roberto Pio da Costa Filho, Secretário-Executivo da Câmara de Comércio Exterior – CAMEX""","""Palácio do Planalto"""
"02-12-2019","Não","430","16:20","16:40","20","""Entrevista a Thiago Nolasco, Jornal da Record""","""Palácio do Planalto"""
"02-12-2019","Não","430","17:10","17:45","35","""Cerimônia de Comemoração ao Dia Internacional do Voluntariado""","""Palácio do Planalto"""
"02-12-2019","Não","430","17:45","18:15","30","""Antonio Carlos Paiva Futuro, Ministro-Chefe da Secretaria-Geral da Presidência da República, Substituto""","""Palácio do Planalto"""
"02-12-2019","Não","430","19:00","19:30","30","""Deputado Fábio Faria (PSD/RN)""","""Palácio da Alvorada"""
