"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"09-12-2019","Não","480","08:45","09:30","45","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Alexandre Ramagem, Diretor-Geral da Agência Brasileira de Inteligência – ABIN""","""Palácio do Planalto"""
"09-12-2019","Não","480","09:45","10:00","15","""Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez, Comandante da Aeronáutica""","""Palácio do Planalto"""
"09-12-2019","Não","480","10:00","10:40","40","""Cumprimento aos Oficiais-Generais promovidos""","""Palácio do Planalto"""
"09-12-2019","Não","480","10:40","11:00","20","""Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações""","""Palácio do Planalto"""
"09-12-2019","Não","480","11:00","11:45","45","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; Antonio Paulo Vogel, Secretário-Executivo do Ministério da Educação; e Mauro Biancamano Guimarães, Secretário-Executivo do Ministério do Desenvolvimento Regional""","""Palácio do Planalto"""
"09-12-2019","Não","480","12:00","14:15","135","""Almoço com Oficiais Generais das Forças Armadas""","""Brasília/DF"""
"09-12-2019","Não","480","14:30","15:00","30","""Amilcare Dallevo Jr., Presidente da RedeTV; José Roberto Maciel, Presidente do SBT Nacional; Luís Cláudio Costa, Presidente da RecordTV; e Paulo Saad Jafet, Vice-Presidente do Grupo Band""","""Palácio do Planalto"""
"09-12-2019","Não","480","15:00","15:30","30","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"09-12-2019","Não","480","16:00","16:15","15","""Hamilton Mourão, Vice-Presidente da República; Paulo Guedes, Ministro de Estado da Economia; Abraham Weintraub, Ministro de Estado da Educação; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Senador Fernando Bezerra Coelho, Líder do Governo no Senado Federal; e Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"09-12-2019","Não","480","16:30","16:45","15","""Otávio Brandelli, Ministro de Estado das Relações Exteriores, Substituto""","""Palácio do Planalto"""
"09-12-2019","Não","480","17:00","18:00","60","""Abraham Weintraub, Ministro de Estado da Educação; e Deputado Silas Câmara (REPUBLICANOS/AM)""","""Palácio do Planalto"""
"09-12-2019","Não","480","18:00","18:30","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
