"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"27-05-2020","Não","430","10:05","10:35","30","""Senador Luis Carlos Heinze (PP/RS) (videoconferência)""","""Palácio do Planalto"""
"27-05-2020","Não","430","11:05","11:30","25","""Andrzej Duda, Presidente da República da Polônia (videochamada)""","""Palácio do Planalto"""
"27-05-2020","Não","430","11:30","12:00","30","""Fernando Azevedo, Ministro de Estado da Defesa""","""Palácio do Planalto"""
"27-05-2020","Não","430","12:00","13:00","60","""Fernando Azevedo, Ministro de Estado da Defesa; Deputado Fábio Faria (PSD/RN); Deputado Fábio Ramalho (MDB/MG); Deputado Hélio Lopes (PSL/RJ); e Jorge Seif, Secretário de Aquicultura e Pesca do Ministério da Agricultura, Pecuária e Abastecimento""","""Palácio do Planalto"""
"27-05-2020","Não","430","14:10","14:30","20","""André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"27-05-2020","Não","430","14:45","15:25","40","""Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"27-05-2020","Não","430","15:40","16:00","20","""Ernesto Araújo, Ministro de Estado das Relações Exteriores""","""Palácio do Planalto"""
"27-05-2020","Não","430","16:00","16:10","10","""Telefonema - Benjamin Netanyahu, Primeiro-Ministro de Israel""","""Palácio do Planalto"""
"27-05-2020","Não","430","16:15","16:30","15","""Deputado Filipe Barros (PSL/PR)""","""Palácio do Planalto"""
"27-05-2020","Não","430","16:30","18:15","105","""Reunião com Ministros""","""Palácio do Planalto"""
"27-05-2020","Não","430","18:45","20:00","75","""André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União""","""Palácio da Alvorada"""
