"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"01-05-2020","Não","70","08:40","09:50","70","""Deputada Bia Kicis (PSL/DF), Vice-Líder do Governo no Congresso Nacional; William Soares Barbosa, Superintendente Federal de Agricultura no Distrito Federal; Rafael Borges Bueno, Superintendência Regional da Companhia Nacional de Abastecimento (Conab) no Distrito Federal e Entorno; e grupo de produtores rurais""","""Palácio da Alvorada"""
