"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"14-05-2020","Não","400","08:50","09:05","15","""Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"14-05-2020","Não","400","09:05","10:00","55","""Paulo Guedes, Ministro de Estado da Economia; Onyx Lorenzoni, Ministro de Estado da Cidadania; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Roberto Campos Neto, Presidente da Banco Central do Brasil; e Pedro Guimarães, Presidente da CAIXA""","""Palácio do Planalto"""
"14-05-2020","Não","400","10:00","12:10","130","""Paulo Skaf, Presidente da Federação das Indústrias do estado de São Paulo - FIESP; e empresários (videoconferência)""","""Palácio do Planalto"""
"14-05-2020","Não","400","14:15","14:30","15","""Frederick Wassef, Advogado""","""Palácio do Planalto"""
"14-05-2020","Não","400","14:35","14:55","20","""Carlos Massa Ratinho Júnior, Governador do estado do Paraná""","""Palácio do Planalto"""
"14-05-2020","Não","400","14:55","15:25","30","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União""","""Palácio do Planalto"""
"14-05-2020","Não","400","15:25","15:55","30","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Gustavo Montezano, Presidente do BNDES; e João Villar Garcia, Presidente do Conselho de Administração da Triunfo e do Aeroporto de Viracopos""","""Palácio do Planalto"""
"14-05-2020","Não","400","16:00","16:20","20","""Rodrigo Maia, Presidente da Câmara dos Deputados""","""Palácio do Planalto"""
"14-05-2020","Não","400","16:20","16:50","30","""Fernando Azevedo, Ministro de Estado da Defesa""","""Palácio do Planalto"""
"14-05-2020","Não","400","17:15","17:30","15","""Nelson Teich, Ministro de Estado da Saúde""","""Palácio do Planalto"""
"14-05-2020","Não","400","17:30","18:10","40","""André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública""","""Palácio do Planalto"""
