"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"02-05-2020","Não","90","17:30","19:00","90","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Almirante de Esquadra Ilques Barbosa Júnior, Comandante da Marinha; General de Exército Edson Leal Pujol, Comandante do Exército; e Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez, Comandante da Aeronáutica""","""Palácio da Alvorada"""
