"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"28-02-2021","Não","120","18:30","20:30","120","""Rodrigo Pacheco, Presidente do Senado Federal; Arthur Lira, Presidente da Câmara dos Deputados; Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Eduardo Pazuello, Ministro de Estado da Saúde; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Célio Faria Júnior, Chefe do Gabinete Pessoal do Presidente da República; e Élcio Franco, Secretário Executivo do Ministério da Saúde""","""Palácio da Alvorada"""
