"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"14-12-2020","Não","300","09:00","09:50","50","""Solenidade de Encerramento dos Cursos de Formação Profissional para os cargos de Delegado de Polícia Federal e Perito Criminal Federal""","""Brasília/DF"""
"14-12-2020","Não","300","11:30","12:10","40","""José Levi Mello de Amaral, Advogado-Geral da União; e Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"14-12-2020","Não","300","14:05","14:50","45","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"14-12-2020","Não","300","14:50","15:05","15","""Paulo Guedes, Ministro de Estado da Economia; e José Levi Mello de Amaral, Advogado-Geral da União""","""Palácio do Planalto"""
"14-12-2020","Não","300","15:05","15:20","15","""Deputado Luiz Nishimori (PL/PR)""","""Palácio do Planalto"""
"14-12-2020","Não","300","15:20","15:40","20","""Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"14-12-2020","Não","300","16:00","16:30","30","""Renato Casagrande, Govenador do estado do Espírito Santo""","""Palácio do Planalto"""
"14-12-2020","Não","300","17:10","17:40","30","""Telson Luís Cavalcante Ferreira, Presidente do Colégio Permanente de Juristas da Justiça Eleitoral – COPEJE""","""Palácio do Planalto"""
"14-12-2020","Não","300","17:40","18:10","30","""Deputado Giovani Cherini (PL/RS), Vice-Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"14-12-2020","Não","300","19:00","19:25","25","""Jorge Seif, Secretário de Aquicultura e Pesca do Ministério da Agricultura""","""Palácio do Planalto"""
