"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"08-12-2020","Não","390","09:30","10:30","60","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"08-12-2020","Não","390","10:30","11:35","65","""Onyx Lorenzoni, Ministro de Estado da Cidadania""","""Palácio do Planalto"""
"08-12-2020","Não","390","11:35","12:10","35","""Deputado Reinhold Stephanes Junior (PSD/PR)""","""Palácio do Planalto"""
"08-12-2020","Não","390","14:15","14:45","30","""Milton Ribeiro, Ministro de Estado da Educação""","""Palácio do Planalto"""
"08-12-2020","Não","390","15:15","15:30","15","""Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"08-12-2020","Não","390","15:50","16:30","40","""Senador Rodrigo Pacheco (DEM/MG), Líder do Democratas no Senador Federal; e Deputado Diego Andrade (PSD/MG), Líder do PSD na Câmara dos Deputados""","""Palácio do Planalto"""
"08-12-2020","Não","390","16:30","17:25","55","""Lançamento do Programa \""SAÚDE COM AGENTE\""""","""Palácio do Planalto"""
"08-12-2020","Não","390","17:25","18:35","70","""Fernando Azevedo, Ministro de Estado da Defesa""","""Palácio do Planalto"""
"08-12-2020","Não","390","18:05","18:15","10","""Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"08-12-2020","Não","390","18:20","18:30","10","""Davi Alcolumbre, Presidente do Senado Federal""","""Palácio do Planalto"""
