"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"07-04-2020","Não","450","08:50","09:15","25","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Antônio José Barreto, Secretário-Executivo do Ministério da Cidadania; Pedro Guimarães, Presidente da CAIXA; Gustavo Canuto, Presidente da Empresa de Tecnologia e Informações da Previdência – Dataprev; e Antônio Barra Torres, Diretor-Presidente Substituto da Agência Nacional de Vigilância Sanitária – ANVISA""","""Palácio do Planalto"""
"07-04-2020","Não","450","09:15","09:40","25","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Antônio Barra Torres, Diretor-Presidente Substituto da Agência Nacional de Vigilância Sanitária – ANVISA""","""Palácio do Planalto"""
"07-04-2020","Não","450","10:25","10:45","20","""Bento Albuquerque, Ministro de Estado de Minas e Energia""","""Palácio do Planalto"""
"07-04-2020","Não","450","10:45","11:20","35","""Senador Ciro Nogueira (PP/PI), Líder do PP no Senado Federal""","""Palácio do Planalto"""
"07-04-2020","Não","450","11:20","11:45","25","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"07-04-2020","Não","450","12:10","12:50","40","""Ricardo Salles, Ministro de Estado do Meio Ambiente""","""Palácio do Planalto"""
"07-04-2020","Não","450","14:00","14:15","15","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; e Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"07-04-2020","Não","450","14:15","15:15","60","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; e Dra. Nise Yamaguchi, Médica""","""Palácio do Planalto"""
"07-04-2020","Não","450","15:15","16:00","45","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"07-04-2020","Não","450","16:00","16:45","45","""André Luiz de Almeida, Advogado-Geral da União""","""Palácio do Planalto"""
"07-04-2020","Não","450","17:00","17:45","45","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"07-04-2020","Não","450","17:50","18:05","15","""Marcelo Álvaro Antônio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"07-04-2020","Não","450","18:05","19:00","55","""Gilson Machado, Presidente do Instituto Brasileiro do Turismo – Embratur""","""Palácio do Planalto"""
