"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"02-04-2020","Não","405","07:30","08:00","30","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio da Alvorada"""
"02-04-2020","Não","405","09:00","09:30","30","""Sergio Moro, Ministro de Estado da Justiça e Segurança Pública""","""Palácio do Planalto"""
"02-04-2020","Não","405","09:35","09:45","10","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"02-04-2020","Não","405","09:45","10:00","15","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"02-04-2020","Não","405","10:15","10:30","15","""Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"02-04-2020","Não","405","10:30","11:00","30","""Marcelo Sampaio, Secretário-Executivo do Ministério da Infraestrutura""","""Palácio do Planalto"""
"02-04-2020","Não","405","11:15","12:30","75","""Ricardo Salles, Ministro de Estado do Meio Ambiente; e Antônio Barra Torres, Diretor-Presidente Substituto da Agência Nacional de Vigilância Sanitária – ANVISA""","""Palácio do Planalto"""
"02-04-2020","Não","405","14:00","14:30","30","""Ricardo Salles, Ministro de Estado do Meio Ambiente""","""Palácio do Planalto"""
"02-04-2020","Não","405","15:10","15:30","20","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"02-04-2020","Não","405","17:30","17:50","20","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio da Alvorada"""
"02-04-2020","Não","405","17:50","19:00","70","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura""","""Palácio da Alvorada"""
"02-04-2020","Não","405","19:00","20:00","60","""Videoconferência com Augusto Nunes da Silva, “Os Pingos nos Is”""","""Palácio da Alvorada"""
