"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"18-07-2019","Não","-10625","08:00","00:10","-470","""Café da manhã com Deputado Fábio Faria (PSD/RN); Luis Cláudio Costa, Presidente da Rede Record; e Marcos Vinicius, CEO da Rede Record""","""Palácio da Alvorada"""
"18-07-2019","Não","-10625","10:00","00:10","-590","""Pedro Guimarães, Presidente da CAIXA""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","10:20","00:10","-610","""Deputada Bia Kicis (PSL/DF), Vice-Líder do Governo no Congresso Nacional; Deputado Herculano Passos (MDB/SP), Vice-Líder do Câmara dos Deputados; e Luiz Antônio Fleury Filho, ex-governador de São Paulo""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","11:00","00:10","-650","""Rogério Marinho, Secretário Especial da Previdência e Trabalho do Ministério da Economia""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","11:30","00:10","-680","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; e Senador Roberto Rocha (PSDB/MA), Líder do PSDB no Senado Federal""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","12:15","00:10","-725","""Michelle Bolsonaro, Primeira-Dama; Luiz Henrique Mandetta, Ministro de Estado da Saúde; Susana Cordeiro Guerra, Presidente do Instituto Brasileiro de Geografia e Estatística - IBGE; e Marcos Mion, Apresentador""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","14:30","00:10","-860","""Marcelo Álvaro Antônio, Ministro de Estado do Turismo""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","15:00","00:10","-890","""Davi Alcolumbre, Presidente do Senado Federal; Rubens Menin, Empresário; e Ricardo Valadares Gontijo, Empresário""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","15:30","00:10","-920","""Osmar Terra, Ministro de Estado da Cidadania""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","16:10","00:10","-960","""Solenidade Alusiva aos 200 Dias de Governo""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","17:50","00:10","-1060","""Bento Albuquerque, Ministro de Estado de Minas e Energia""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","18:10","00:10","-1080","""General Floriano Peixoto, Presidente dos Correios""","""Palácio do Planalto"""
"18-07-2019","Não","-10625","19:00","00:10","-1130","""Transmissão ao Vivo (Live) com Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; e Deputado Hélio Lopes (PSL/RJ)""","""Palácio do Planalto"""
