"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"15-09-2020","Não","340","09:00","10:40","100","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Paulo Guedes, Ministro de Estado da Economia; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"15-09-2020","Não","340","10:40","11:00","20","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"15-09-2020","Não","340","11:00","11:20","20","""Ricardo Salles, Ministro de Estado do Meio Ambiente""","""Palácio do Planalto"""
"15-09-2020","Não","340","11:20","11:50","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"15-09-2020","Não","340","11:50","12:00","10","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"15-09-2020","Não","340","12:00","13:00","60","""Gilson Machado, Presidente do Instituto Brasileiro do Turismo – Embratur""","""Palácio do Planalto"""
"15-09-2020","Não","340","14:00","14:30","30","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Marcos Pereira (REPUBLICANOS/SP)""","""Palácio do Planalto"""
"15-09-2020","Não","340","15:00","15:30","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"15-09-2020","Não","340","15:30","15:45","15","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"15-09-2020","Não","340","17:45","18:10","25","""Wagner Rosário, Ministro de Estado da Controladoria-Geral da União""","""Palácio do Planalto"""
