"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"27-03-2020","Não","325","08:50","09:15","25","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"27-03-2020","Não","325","09:20","09:55","35","""Roberto Campos Neto, Presidente do Banco Central do Brasil""","""Palácio do Planalto"""
"27-03-2020","Não","325","10:00","10:35","35","""Deputado Otoni de Paula (PSC/RJ), Vice-Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"27-03-2020","Não","325","10:50","11:05","15","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Roberto Campos Neto, Presidente do Banco Central do Brasil""","""Palácio do Planalto"""
"27-03-2020","Não","325","11:05","11:30","25","""Roberto Campos Neto, Presidente do Banco Central do Brasil; Gustavo Montezano, Presidente do BNDES; e Pedro Guimarães, Presidente da CAIXA""","""Palácio do Planalto"""
"27-03-2020","Não","325","11:45","12:00","15","""Coletiva à imprensa""","""Palácio do Planalto"""
"27-03-2020","Não","325","14:10","14:30","20","""Onyx Lorenzoni, Ministro de Estado da Cidadania""","""Palácio do Planalto"""
"27-03-2020","Não","325","14:30","14:50","20","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"27-03-2020","Não","325","14:50","15:25","35","""Deputada Bia Kicis (PSL/DF), Vice-Líder do Governo no Congresso Nacional; Deputado Marcel van Hattem (NOVO/RS), Vice-Líder do NOVO na Câmara dos Deputados; e Deputado Paulo Eduardo Martins (PSC/RR)""","""Palácio do Planalto"""
"27-03-2020","Não","325","15:25","15:35","10","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"27-03-2020","Não","325","16:05","17:25","80","""Entrevista por telefone a José Luiz Datena, Apresentador da TV Band""","""Palácio do Planalto"""
"27-03-2020","Não","325","17:30","17:40","10","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
