"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"31-08-2020","Não","410","09:10","09:30","20","""Dom Giovanni d'Aniello, Núncio Apostólico""","""Palácio do Planalto"""
"31-08-2020","Não","410","09:35","10:05","30","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"31-08-2020","Não","410","10:05","11:00","55","""Deputado Aguinaldo Ribeiro (PP/PB), Líder da Maioria na Câmara dos Deputados""","""Palácio do Planalto"""
"31-08-2020","Não","410","11:00","11:40","40","""Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Joaquim Passarinho (PSD/PA)""","""Palácio do Planalto"""
"31-08-2020","Não","410","11:40","12:30","50","""Rogério Marinho, Ministro de Estado do Desenvolvimento Regional""","""Palácio do Planalto"""
"31-08-2020","Não","410","12:30","13:15","45","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Rogério Marinho, Ministro de Estado do Desenvolvimento Regional; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"31-08-2020","Não","410","14:00","14:25","25","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"31-08-2020","Não","410","14:25","15:20","55","""Paulo Guedes, Ministro de Estado da Economia; Onyx Lorenzoni, Ministro de Estado da Cidadania; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"31-08-2020","Não","410","15:25","15:55","30","""André Luiz de Almeida, Ministro de Estado da Justiça e Segurança Pública""","""Palácio do Planalto"""
"31-08-2020","Não","410","16:00","16:30","30","""Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"31-08-2020","Não","410","16:30","17:00","30","""Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; Senador Márcio Bittar (MDB/AC), Vice-Líder no Congresso Nacional; e Deputada Jéssica Sales (MDB/AC)""","""Palácio do Planalto"""
