"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"17-05-2021","Não","320","10:00","10:45","45","""André Mendonça, Ministro da Advocacia-Geral da União""","""Palácio do Planalto"""
"17-05-2021","Não","320","10:50","11:15","25","""Deputado Ricardo Barros (PP/PR), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"17-05-2021","Não","320","11:30","12:00","30","""Senador Marcos Rogério (DEM/RO)""","""Palácio do Planalto"""
"17-05-2021","Não","320","14:00","14:20","20","""Damares Alves, Ministra de Estado da Mulher, da Família e dos Direitos Humanos""","""Palácio do Planalto"""
"17-05-2021","Não","320","14:30","15:10","40","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"17-05-2021","Não","320","15:10","15:30","20","""Pedro Cesar Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República""","""Palácio do Planalto"""
"17-05-2021","Não","320","15:30","16:05","35","""Carlos Massa Ratinho Júnior, Governador do estado do Paraná""","""Palácio do Planalto"""
"17-05-2021","Não","320","16:30","17:00","30","""Roberto Mira, Vice-Presidente Extraordinário de Segurança da Associação Nacional do Transporte de Cargas e Logística – NTC&Logística""","""Palácio do Planalto"""
"17-05-2021","Não","320","17:00","18:15","75","""Dia Nacional de Combate ao Abuso e Exploração Sexual de Crianças e Adolescentes""","""Brasília/DF"""
